Document ID,Terms
158,"['lover', 'beautiful', 'dont', 'map', 'far', 'learned', 'read', 'later', 'came', 'started', 'took', 'outside', 'musical', 'dumbfounded', 'screaming', 'kuhn', 'paris', 'course', 'crazy', 'new', 'man', 'stupid', 'know', 'nowhere', 'simple', 'terrified', 'wanted', 'father', 'shortly', 'worthless', 'skeggs', 'home', 'done', 'youve', 'bitch', 'emily', 'knew', 'broadway', 'meet', 'living', 'armybuddy', 'fucking', 'fun', 'married', 'couldnt', 'germany', 'alison', 'judy', 'went', 'drive']"
159,"['pienso', 'tú', 'mí', 'oyes', 'yo', 'su', 'caney', 'vienes', 'ti', 'la', 'sueño', 'con', 'al', 'quiero', 'eco', 'barrio', 'tesoro', 'para', 'todo', 'del', 'rudo', 'ven', 'dulzor', 'eres', 'porque', 'que', 'palma', 'boca', 'amor', 'voz', 'espero', 'plácido', 'moriré', 'se', 'muero', 'sueños', 'ansia', 'canto', 'cristal', 'arrullo', 'mi', 'te', 'alma', 'tu', 'oye', 'manigual', 'si', 'el', 'miel', 'domingo', 'pierda', 'entre', 'de', 'casa', 'en', 'siboney', 'queja', 'puso', 'por']"
160,"['life', 'thomas', 'trace', 'get', 'trying', 'sorrow', 'breaking', 'quasthoff', 'ever', 'nan', 'see', 'may', 'modern', 'cloud', 'sky', 'must', 'motion', 'picture', 'shining', 'near', 'gladness', 'use', 'thats', 'find', 'final', 'come', 'tear', 'schwartz', 'heart', 'fear', 'still', 'maybe', 'smile', 'theme', 'every', 'light', 'keep', 'sun', 'aching', 'hide', 'though', 'although', 'worthwhile', 'cry', 'face', 'tomorrow', 'arranged', 'even', 'time', 'youll', 'whats', 'sadness']"
161,"['forced', 'anyone', 'next', 'portrait', 'ulcerriddled', '24', 'look', 'expectation', 'already', 'england', 'came', 'summoned', 'meager', 'around', 'wheezing', 'move', 'senior', 'tragic', 'richmond', 'fate', 'rejection', 'king', 'savvy', 'live', 'overcome', 'princess', 'devastating', 'six', 'man', 'know', 'deemed', 'lifetime', 'isnt', 'single', 'hopeful', 'year', 'guess', 'saw', 'money', 'mean', 'young', 'palace', 'usual', 'educated', 'seriously', 'repulsive', 'didnt', 'wrinkled', 'tell', 'could', 'spend', 'resplendent', 'happened', 'story']"
162,"['one', 'way', 'given', 'look', 'rachael', 'known', 'thing', '1', 'see', 'rain', 'soul', 'well', 'feel', 'touch', 'true', 'fullest', 'tv', 'need', 'forever', 'original', 'know', 'anything', 'yamagata', 'strength', 'wherever', 'discovered', 'give', 'detail', 'connecting', 'something', 'heart', 'im', 'still', 'smile', 'everything', 'pt', 'exposed', 'thought', 'piece', 'study', 'series', 'done', 'meant', 'youve', 'someone', 'never', 'could', 'yet', 'face', 'reached', 'ive', 'time', 'music', 'voice', 'breathing', 'love', 'apart']"
163,"['elena', 'one', 'way', 'right', 'dont', 'get', 'alleganey', 'look', 'go', 'call', 'musical', 'upside', 'real', 'oh', 'kuhn', 'lady', 'need', 'new', 'michael', 'society', 'thats', 'calling', 'know', 'beth', 'say', 'im', 'enjoy', 'sometimes', 'please', 'malone', 'take', 'shower', 'father', 'dressed', 'kid', 'affection', 'quickly', 'place', 'without', 'cerveris', 'home', 'caption', 'shes', 'important', 'broadway', 'there', 'fun', 'tour', 'wonderful', 'historical', 'time', 'object', 'bochner', 'turned', 'listen', 'shennanigans', 'house', 'judy', 'child', 'appeared', 'got']"
164,"['mapa', 'ou', 'depois', 'sem', 'change', 'ela', 'fazer', 'uma', 'tenho', 'sometimes', 'acidental', 'voa', 'verão', 'maquiagem', 'máximo', 'song', 'gira', 'linda', 'broadway', 'pro', 'viagem', 'inverno', 'stephen', 'dividir', 'sempre', 'faz', 'mais', 'todo', 'deixa', 'que', 'amor', 'eleva', 'ao', 'seu', 'efeito', 'nada', 'enquanto', 'azul', 'tu', 'pra', 'vida', 'viver', 'boa', 'de', 'estamos', 'sondheim', 'e', 'dia', 'tequila', 'tem', 'diz', 'você', 'tão', 'é', 'louco', 'multiplicar', 'tipo', 'feliz', 'verde', 'novidade', 'quer', 'prazer', 'lua', 'chamo', 'meu', 'salve', 'igual', 'preciso', 'gelado', 'quase', 'ser', 'ideia', 'astral', 'questão', 'alguém', 'quando', 'em', 'certa', 'sensação', 'banho', 'como', 'perfeita', 'com', 'não', 'mesmo', 'sexo', 'vou', 'sul', 'tudo', 'beleza', 'original', 'cachu', 'bem', 'vira', 'gente', 'genial', 'pensamento', 'sou', 'cast', 'ficamos', 'te', 'ecoa', 'salva', 'shape', 'logo', 'cor', 'lado', 'sorte', 'brinda', 'eu', 'recording', 'um', 'vinda']"
165,"['chillin', 'b', 'bring', 'feelin', 'forth', 'deep', 'get', 'dont', 'da', 'vatoz', 'like', 'homegrls', 'actin', 'bouncin', 'hold', 'court', 'chikas', 'neva', 'thing', 'disrespect', 'cant', 'la', 'he', 'hustlin', 'bk', 'sat', 'wayhe', 'hood', 'good', 'leave', 'touch', 'real', 'dat', 'weak', 'boy', 'chevy', 'crazy', 'wit', 'know', '03', 'sprung', 'low', 'guess', 'say', 'im', 'summer', 'alwayz', 'fly', 'rt', 'sometimes', '4', 'ull', 'twisted', 'life', 'alone', 'jean', 'doin', 'thug', 'neither', 'luv', 'fav', 'feelz', 'sumtimes', 'key', 'could', 'gettin', 'u', 'ridin', 'ne1', 'time', 'itz', 'jus', 'rolled', 'trynna', 'got']"
166,"['life', 'daughter', 'b', 'mealymouthed', 'breeze', 'frog', 'like', 'calf', 'hold', 'ever', 'dry', 'rain', 'suicide', 'horizon', 'valedictorian', 'deign', 'along', 'chicken', 'doctor', 'oh', 'corner', 'eye', 'general', 'coiled', 'hong', 'rustling', 'upon', 'kong', 'rise', 'stockade', 'pardon', 'green', 'prescription', 'tear', 'slaughter', 'breast', 'admiral', 'masthead', 'serpent', 'white', 'suck', 'sharon', 'think', 'dear', 'water', 'twicecursed', 'sigh', 'teat', 'lower', 'sway', 'weed', 'though', 'boat', 'within', 'suckered', 'london', 'painful', 'bottom', 'prescribed', 'youre', 'rye', 'kiss', 'palisade', 'night', 'sing']"
167,"['driving', 'dont', 'like', 'mind', 'help', 'sugarpie', 'street', 'reminds', 'allergy', 'cant', 'smell', 'babyhold', 'flashback', 'go', 'fall', 'want', 'downtown', 'filled', 'bullet', 'auburn', 'honeybunch', 'sure', 'scene', 'moment', 'anything', 'radio', 'dy', 'arm', 'say', 'cold', 'head', 'back', 'thundering', 'soon', 'grows', 'think', 'lose', 'air', 'lost', 'else', 'hair', 'nobody', 'song', 'upper', 'music', 'car', 'loss', 'night', 'love', 'alone']"
168,"['e', 'pegno', 'ti', 'ritroveremo', 'la', 'io', 'al', 'dolce', 'rossini', 'ricercheremo', 'oh', 'cavalieri', 'ramiro', 'ha', 'caro', 'tumulto', 'comprenderlo', 'voleremo', 'ritroverò', 'giuro', 'come', 'noi', 'non', 'sì', 'lusinghi', 'se', 'seno', 'grembo', 'freddo', 'adorato', 'mi', 'domanderemo', 'fosse', 'labbro', 'giove', 'che', 'muove', 'stringerò', 'amore', 'qual', 'ritrovarla', 'almeno', 'timore', 'gioachino', 'speranza', 'ah']"
169,"['shotgun', 'dont', 'get', 'treated', 'made', 'let', 'like', 'better', 'rather', 'see', 'tie', 'well', 'ride', 'cash', 'fall', 'want', 'na', 'tennessee', 'flag', 'woman', 'muddy', 'barrel', 'passenger', 'thelma', 'wreck', 'dirty', 'sure', 'great', 'buy', 'thats', 'drink', 'cause', 'gal', 'dog', 'log', 'im', 'tall', 'johnny', 'mama', 'poor', 'gon', 'pistol', 'texas', 'stole', 'id', 'water', 'hollow', 'haul', 'stall', 'away', 'sleep', 'long', 'side', 'train', 'jump', 'shoot', 'shiny', 'rounder', 'atlanta']"
170,"['marvin', 'gaye', 'take', 'time', '1', 'stand', 'checking']"
171,"['ring', 'room', 'like', 'murmered', 'came', 'feeling', 'may', 'started', 'well', 'santino', 'angel', 'sky', 'floor', 'found', 'ago', 'earth', 'ten', 'dancing', 'dust', 'eye', 'minute', 'come', 'arm', 'meadow', 'met', 'saw', 'im', 'wanted', 'bell', 'ceiling', 'do', 'door', 'head', 'gave', 'back', 'fontana', 'news', 'reeling', 'taking', 'howdoyou', 'howdoyoudos', 'star', 'tell', 'shes', 'never', 'looked', 'flying', 'fling', 'murmured', 'glen', 'love', 'sing', 'mountain']"
172,"['amanheceu', 'odin', 'asgard', 'ó', 'água', 'choque', 'vulcões', 'chacrinha', 'afrevado', 'massa', 'buzina', 'maravilha', 'banquete', 'abençoou', 'joia', 'uma', 'imir', 'imperatriz', 'luz', 'do', 'cinzas', 'pelos', 'vibrava', 'coração', 'bandeja', 'sua', 'paladar', 'mulher', 'história', 'monstros', 'bacalhau', 'começou', 'norte', 'já', 'geração', 'emoção', 'batata', 'multicor', 'foi', 'surge', 'na', 'deixa', 'riqueza', 'que', 'essas', 'fogo', 'mar', 'explosão', 'ao', 'apagar', 'arretado', 'fantasia', 'imaginou', 'suou', 'pra', 'vida', 'de', 'tim', 'platéia', 'homem', 'por', 'querem', 'e', 'dia', 'cá', 'tem', 'arcoíris', 'uhuhuuu', 'gigantes', 'fom', 'vocês', 'preto', 'lugar', 'se', 'reino', 'conservou', 'chamego', 'até', 'assim', 'imensidão', 'une', 'navegou', 'clarear', 'quando', 'essa', 'em', 'dominação', 'da', 'emocionou', 'com', 'não', 'paixão', 'no', 'sal', 'mare', 'vou', 'terras', 'sul', 'tudo', 'samba', 'noruega', 'noite', 'nessa', 'raios', 'rasgou', 'saudade', 'secou', 'sabor', 'bi', 'ventos', 'despertou', 'ilusão', 'ardente', 'taca', 'sonhou', 'lá', 'basco', 'eu', 'viquingues', 'gelo', 'flor', 'teresinha', 'um']"
173,"['like', 'nah', 'go', 'browsing', 'union', 'picked', 'yeah', 'oh', 'yes', 'cartoon', 'har', 'two', 'nice', 'im', 'hi', 'left', 'emily', 'really', 'teach', 'refined', 'broadway', 'paste', 'definitely', 'swear', 'poster', 'bar', 'afternoon', 'came', 'okay', 'al', 'musical', 'want', 'good', 'allison', 'book', 'photo', 'care', 'sydney', 'bookstore', 'thats', 'know', 'drawing', 'say', 'powerful', 'maybe', 'roberta', 'running', 'think', 'dear', 'colindrez', 'joan', 'else', 'gay', 'parent', 'could', 'section', 'fun', 'week', 'talk', 'shoved', 'look', 'god', 'see', 'knick', 'people', 'interview', 'thanks', 'nuke', 'ago', 'day', 'bought', 'wandered', 'sure', 'hello', 'stupid', 'ill', 'michael', 'granola', 'simple', 'dyke', 'ooh', 'back', 'kind', 'totally', 'cerveris', 'home', 'nothing', 'who', 'writing', 'embarrased', 'tomorrow', 'time', 'quick', 'night', 'cool', 'bring', 'right', 'dont', 'next', 'word', 'made', 'kay', 'sell', 'mom', 'he', 'feel', 'meeting', 'well', 'dad', 'downtown', 'figured', 'flipped', 'finish', 'aah', 'need', 'uh', 'package', 'new', 'interesting', 'something', 'shelf', 'probably', 'draw', 'funny', 'lucas', 'lesbian', 'skeggs', 'nobody', 'amazing', 'bye', 'thinking', 'worth', 'why', 'ah']"
174,"['shall', 'robot', 'hold', 'let', 'amy', 'mary', '80', 'go', 'muppets', 'spell', 'modem', 'reno', 'safe', 'adam', 'first', 'take', 'using', 'end', 'locate', 'liberty', 'freeze']"
175,"['fortuna', 'il', 'qui', 'pettini', 'prontissimo', 'far', 'sta', 'presto', 'folla', 'manchera', 'mi', 'si', 'sevile', 'pronto', 'bottega', 'barbiere', 'sono', 'vita', 'risorsa', 'vogliono', 'cavatina', 'sempre', 'fumine', 'al', 'tutti', 'cuccagna', 'verita', 'alla', 'figaro', 'qua', 'citta', 'donnetta', 'per', 'tutto', 'fanciulle', 'uno', 'volta', 'de', 'parruca', 'ahime', 'di', 'della', 'bel', 'biglietto', 'bravissimo', 'e', 'lancette', 'gia', 'carita', 'dintorno', 'donne', 'cavaliere', 'kopylov', 'come', 'bravo', 'rasori', 'vecchi', 'giu', 'piacere', 'giorno', 'li', 'giro', 'ehi', 'son', 'che', 'nobile', 'colla', 'forbici', 'ragazzi', 'vivere', 'da', 'su', 'la', 'furia', 'notte', 'mio', 'chiedono', 'col', 'qualita', 'fortunatissimo', 'sanguigna', 'lalba', 'poi', 'un', 'non', 'mestiere', 'comando', 'piu', 'largo', 'barber', 'te', 'nikolay', 'miglior', 'factotum', 'barba', 'ah']"
176,"['wordless', 'used', 'shake', 'yeah', 'lung', 'open', 'worship', 'propel', 'truth', 'im', 'every', 'end', 'till', 'unawareness', 'youve', 'tree', 'cry', 'molding', 'hears', 'life', 'potter', 'norma', 'get', 'make', 'seek', 'want', 'na', 'filled', 'eye', 'say', 'search', 'result', 'hand', 'keep', 'jean', 'root', 'cough', 'lost', 'pride', 'wear', 'fertilize', 'even', 'stillness', 'void', 'noise', 'language', 'got', 'trying', 'anger', 'ride', 'stop', 'ill', 'rest', 'hell', 'memory', 'gold', 'breathe', 'thought', 'waste', 'evil', 'prayer', 'silence', 'madness', 'destroy', 'last', 'night', 'stomach', 'dont', 'word', 'speaking', 'fill', 'live', 'kill', 'loud', 'cemetery', 'gon', 'experience', 'top', 'strive', 'endlessly', 'train', 'hear']"
177,"['mopar', 'later', 'block', 'recall', 'trust', 'cheese', 'sheet', 'pennsylvania', 'capsize', 'feed', 'date', 'ballgame', 'bud', 'buy', 'friend', 'guess', 'saw', 'im', 'pb', 'please', 'chin', 'dashboard', 'straight', 'philly', 'another', 'aka', 'wheel', 'karate', 'press', 'youre', 'zapatistas', 'swear', 'prize', 'defeat', 'one', 'farc', 'get', 'governor', 'rebar', 'na', 'eye', 'state', 'bored', '6200', 'crazy', 'collapse', 'know', '10', 'tired', 'creek', 'hill', 'increase', 'cement', 'mall', 'doesnt', 'trying', 'believe', 'cant', 'see', 'people', 'anyway', 'bill', 'mumia', 'park', 'looking', 'clean', 'surprise', 'fix', 'day', 'credit', 'stop', 'hey', 'goode', 'come', 'pa', 'realized', 'take', 'adult', 'kid', 'snow', 'break', 'hide', 'home', 'fire', 'debt', 'cobbs', 'steak', 'way', 'sears', '357', 'release', 'dont', 'send', 'since', 'whole', 'camp', 'aint', 'tv', 'card', 'blame', 'prison', 'rid', 'armor', 'martinized', 'something', 'fry', 'gon', 'dwyers', 'theyre', '17', 'turned', 'mother', 'tastycake', 'road']"
178,"['room', 'divorcee', 'wake', 'dont', 'overcompensate', 'fight', 'conjugal', 'doesnt', 'secret', 'ever', 'wouldnt', 'magazine', 'rather', 'thing', 'widow', 'whoa', 'dissect', 'people', 'pretend', 'well', 'fall', 'always', 'fashion', 'change', 'fair', 'prison', 'trapped', 'season', 'waiting', 'forgot', 'ill', 'boy', 'photography', 'say', 'style', 'im', 'visit', 'mean', 'head', 'back', 'smile', 'take', 'anymore', 'dddont', 'place', 'till', 'boring', 'flash', 'dark', 'break', 'baby', 'headline', 'face', 'u', 'concealed']"
179,"['room', 'divorcee', 'wake', 'dont', 'overcompensate', 'fight', 'conjugal', 'doesnt', 'secret', 'ever', 'wouldnt', 'magazine', 'rather', 'thing', 'widow', 'whoa', 'dissect', 'people', 'pretend', 'well', 'fall', 'always', 'fashion', 'change', 'fair', 'prison', 'trapped', 'season', 'waiting', 'forgot', 'ill', 'boy', 'photography', 'say', 'style', 'im', 'visit', 'mean', 'head', 'back', 'smile', 'take', 'anymore', 'dddont', 'place', 'till', 'boring', 'flash', 'dark', 'break', 'baby', 'headline', 'face', 'u', 'concealed']"
180,"['life', 'doubting', 'wont', 'wish', 'insisting', 'breaking', 'make', 'try', 'darkness', 'move', 'go', 'victoria', 'sky', 'want', 'whole', 'true', 'new', 'know', 'come', 'wherever', 'something', 'heart', 'clark', 'keep', 'light', 'set', 'someone', 'playing', 'nothing', 'song', 'there', 'aflout', 'living', 'hearing', 'whatever', 'music', 'voice', 'beyond', 'love', 'sing', 'mountain']"
181,"['supposed', 'one', 'succumbing', 'like', 'wallpaper', 'feel', '150', 'truck', 'rushing', 'musical', 'standing', 'college', 'ordering', 'dust', 'bored', 'hemingway', 'new', 'classroom', 'calling', 'moment', 'beth', 'contact', 'student', 'shoulder', 'faulkner', 'past', 'im', 'smelling', 'route', 'malone', 'rare', 'physical', 'digging', 'dogwood', 'front', 'home', 'tell', 'caption', 'cologne', 'tree', 'broadway', 'fun', 'working', 'designer', 'sweep', 'sweat', 'bracing', 'pulse', 'house', 'sawdust', 'parlor', 'steaming']"
182,"['weakness', 'one', 'doesnt', 'track', 'sentence', 'rude', 'ashamed', 'n', 'hold', 'mind', 'brother', 'believe', 'test', 'thing', 'dangerous', 'hype', 'see', 'proof', 'well', 'taken', 'move', 'want', 'stereotyped', 'yeah', 'leave', 'fine', 'whod', 'careful', 'announcing', 'tough', 'rise', 'thats', 'ill', 'know', 'guy', 'nice', 'say', 'give', 'degress', 'bad', 'curiosity', 'im', 'still', 'hate', 'public', 'civility', 'sometimes', 'madball', 'accountable', 'think', 'place', 'water', 'matter', 'fuck', 'progress', 'though', 'much', 'fucking', 'face', 'deliver', 'service', 'kindness', 'shameless', 'even', 'accommodate', 'denouncing', 'youll', 'responsible', 'punch', 'alone', 'cool']"
183,"['guardato', 'il', 'qui', 'soglia', 'sazia', 'giovinetta', 'immane', 'udite', 'nelle', 'fa', 'stendea', 'mavete', 'lamor', 'geloso', 'folgorava', 'chiedeva', 'vi', 'divino', 'alle', 'scrigno', 'è', 'mi', 'patria', 'viole', 'dalla', 'vostre', 'ecco', 'vita', 'chiesa', 'dei', 'mano', 'colpito', 'novello', 'doni', 'esprime', 'al', 'sol', 'doro', 'invan', 'luscio', 'guardai', 'del', 'santi', 'sole', 'firmamento', 'una', 'dolor', 'ha', 'alla', 'amor', 'causa', 'pena', 'scherno', 'ho', 'uomini', 'ai', 'tu', 'cotanta', 'veniva', 'vinto', 'mondo', 'agli', 'dono', 'umanamente', 'josé', 'poema', 'colmi', 'qual', 'di', 'guardo', 'vergine', 'baci', 'pien', 'bella', 'della', 'pieno', 'còlto', 'angelo', 'e', 'vostro', 'suolo', 'più', 'vedrete', 'prati', 'duna', 'lerario', 'lagrime', 'serviva', 'damore', 'dissi', 'poeta', 'conoscete', 'invano', 'gridai', 'allazzuro', 'spazio', 'anima', 'come', 'figli', 'tremulo', 'parole', 'ond', 'dio', 'fronte', 'allazzurro', 'terra', 'parola', 'viva', 'prete', 'là', 'che', 'dellanima', 'damor', 'mia', 'degli', 'le', 'volli', 'bestemmiando', 'su', 'dì', 'carezza', 'la', 'bellezza', 'io', 'divinamente', 'patrizia', 'vegliardo', 'orecchio', 'pregar', 'palpitar', 'fanciulla', 'live', 'prole', 'tamo', 'poi', 'un', 'accumulava', 'detto', 'parea', 'lei', 'miseria', 'schernir', 'non', 'sì', 'disprezzate', 'bacio', 'ovio', 'locchio', 'contro', 'puro', 'calunniava', 'varcai', 'petto', 'voi', 'sordo', 'pietà', 'pioveva', 'pane', 'dun', 'carreras', 'profondo', 'tesor', 'scagliava', 'uom', 'abituri', 'nicchie', 'lo', 'celo']"
184,"['guardato', 'il', 'qui', 'soglia', 'sazia', 'giovinetta', 'immane', 'udite', 'nelle', 'fa', 'stendea', 'mavete', 'lamor', 'geloso', 'folgorava', 'chiedeva', 'vi', 'divino', 'alle', 'scrigno', 'è', 'mi', 'patria', 'viole', 'dalla', 'vostre', 'ecco', 'vita', 'chiesa', 'dei', 'mano', 'colpito', 'novello', 'doni', 'esprime', 'al', 'sol', 'doro', 'invan', 'luscio', 'guardai', 'del', 'umberto', 'santi', 'sole', 'firmamento', 'una', 'dolor', 'ha', 'alla', 'amor', 'causa', 'pena', 'scherno', 'ho', 'uomini', 'ai', 'tu', 'cotanta', 'veniva', 'vinto', 'mondo', 'agli', 'dono', 'umanamente', 'poema', 'colmi', 'qual', 'di', 'guardo', 'vergine', 'baci', 'pien', 'bella', 'della', 'pieno', 'còlto', 'angelo', 'e', 'vostro', 'suolo', 'più', 'vedrete', 'prati', 'duna', 'lerario', 'lagrime', 'serviva', 'damore', 'dissi', 'poeta', 'conoscete', 'invano', 'gridai', 'allazzuro', 'spazio', 'anima', 'come', 'figli', 'giordano', 'tremulo', 'parole', 'ond', 'dio', 'fronte', 'allazzurro', 'terra', 'parola', 'viva', 'prete', 'là', 'che', 'dellanima', 'damor', 'mia', 'degli', 'le', 'volli', 'bestemmiando', 'su', 'dì', 'carezza', 'la', 'bellezza', 'io', 'divinamente', 'patrizia', 'vegliardo', 'orecchio', 'pregar', 'palpitar', 'fanciulla', 'live', 'prole', 'tamo', 'poi', 'un', 'accumulava', 'detto', 'parea', 'lei', 'miseria', 'schernir', 'non', 'sì', 'disprezzate', 'bacio', 'ovio', 'locchio', 'contro', 'puro', 'calunniava', 'varcai', 'petto', 'voi', 'sordo', 'pietà', 'pioveva', 'pane', 'dun', 'profondo', 'tesor', 'scagliava', 'uom', 'abituri', 'nicchie', 'lo', 'celo']"
185,"['miei', 'più', 'vo', 'lagrima', 'negli', 'io', 'poco', 'spuntò', 'vedo', 'occhi', 'donizetti', 'del', 'sentir', 'coi', 'cercando', 'morir', 'una', 'un', 'cielo', 'non', 'gaetano', 'sembrò', 'furtiva', 'per', 'mama', 'palpiti', 'chiedo', 'può', 'giovani', 'confondere', 'suoi', 'si', 'invidiar', 'suo', 'cor', 'istante', 'che', 'solo', 'festose', 'di', 'puo', 'bel', 'sospir', 'damor', 'quelle', 'lo', 'ah']"
186,"['life', 'belong', 'wont', 'bird', 'buries', 'tasted', 'let', 'graf', 'often', 'tornado', 'bash', 'loosen', 'coffin', 'shakey', 'sat', 'twin', 'pull', 'globe', 'live', 'halfway', 'bug', 'use', 'wooden', 'monetary', 'spotify', 'value', 'carry', 'bad', 'mean', 'ooh', 'head', 'think', 'without', 'till', 'unlucky', 'ol', 'skin', 'home', 'tell', 'window', 'long', 'waving', 'tomorrow', 'tattoo', 'nyc', 'sweet', 'across', 'bed', 'devil']"
187,"['ring', 'full', 'holding', 'right', 'form', 'personified', 'like', 'nature', 'make', '1', 'see', 'human', 'moon', 'glow', 'angel', 'sky', 'winn', 'found', 'blazing', 'yeah', 'touch', 'energy', 'giving', 'number', 'perfect', 'mystery', 'thats', 'ted', 'calm', 'manifestation', 'caressing', 'intrigue', 'aww', 'v', 'umm', 'dream', 'light', 'lose', 'yah', 'dark', 'baby', 'sensual', 'sexy', 'tonight', 'passion', 'high', 'u', 'brings', 'breath', 'heat', 'natural', 'lighting', 'night', 'love', 'cool']"
188,"['il', 'ti', 'nel', 'dolci', 'virtù', 'fati', 'oh', 'concento', 'molli', 'giuseppe', 'fatal', 'clivi', 'patria', 'sui', 'saluta', 'dei', 'raccendi', 'salice', 'al', 'del', 'verdi', 'sionne', 'hebrew', 'memorie', 'chorus', 'pendi', 'ai', 'lamento', 'favella', 'di', 'infonda', 'bella', 'crudo', 'e', 'suolo', 'tempo', 'ci', 'simile', 'dor', 'laure', 'giordano', 'membranza', 'ne', 'tepide', 'va', 'perché', 'che', 'signore', 'pensiero', 'mia', 'le', 'rive', 'muta', 'patire', 'perduta', 'posa', 'fu', 'ove', 'torri', 'suono', 'vati', 'dorate', 'olezzano', 'un', 'dal', 'sì', 'cara', 'tispiri', 'natal', 'solima', 'colli', 'traggi', 'fatidici', 'petto', 'atterrate', 'slave', 'sullali', 'arpa']"
189,"['fortuna', 'ilusión', 'alumbraron', 'con', 'lejos', 'años', 'lloro', 'vuelve', 'tiempo', 'olvido', 'mirar', 'febril', 'querer', 'regreso', 'tuyo', 'mi', 'alma', 'el', 'tengo', 'retorno', 'aferrada', 'indiferencia', 'corazón', 'nieves', 'pálidos', 'en', 'marchita', 'sien', 'haya', 'errante', 'toda', 'primer', 'al', 'huye', 'donde', 'del', 'todo', 'luce', 'sentir', 'temprano', 'dolor', 'sombras', 'una', 'noches', 'que', 'pero', 'amor', 'recuerdos', 'gardel', 'nada', 'encadenen', 'bajo', 'vida', 'pobladas', 'mirada', 'de', 'guardo', 'reflejos', 'pansera', 'e', 'parpadeo', 'yo', 'hoy', 'carlos', 'aunque', 'busca', 'eco', 'dulce', 'vez', 'ven', 'recuerdo', 'vivir', 'encuentro', 'se', 'dijo', 'soñar', 'frente', 'van', 'miedo', 'sus', 'esperanza', 'son', 'mismas', 'viajero', 'horas', 'volver', 'platearon', 'su', 'la', 'humilde', 'vieja', 'quise', 'hondas', 'pasado', 'destruye', 'adivino', 'veinte', 'detiene', 'un', 'soplo', 'arr', 'nombra', 'tarde', 'marcando', 'escondida', 'roberto', 'te', 'andar', 'estrellas', 'otra', 'siempre', 'enfrentarse', 'tuya', 'matado', 'burlón', 'lo', 'calle']"
190,"['retarded', 'dont', 'he', 'driver', 'koala', 'good', 'motion', 'picture', 'need', 'know', 'hell', 'mean', 'kid', 'sound', 'else', 'baby', 'wheel', 'music', 'behind', 'devil', 'slow']"
191,"['retarded', 'dont', 'he', 'driver', 'koala', 'good', 'motion', 'picture', 'need', 'know', 'hell', 'mean', 'kid', 'sound', 'else', 'baby', 'wheel', 'music', 'behind', 'devil', 'slow']"
192,"['retarded', 'dont', 'he', 'driver', 'koala', 'good', 'motion', 'picture', 'need', 'know', 'hell', 'mean', 'kid', 'sound', 'else', 'baby', 'wheel', 'music', 'behind', 'devil', 'slow']"
193,"['foot', 'disagree', 'abrupt', 'get', 'like', 'make', 'breakfast', 'traffic', 'street', 'stung', 'truck', 'wished', 'picked', 'caused', 'little', 'delivery', 'guided', 'spoken', 'reason', 'bee', 'man', 'wannabe', 'mr', 'gas', 'radio', '10', 'year', 'age', 'spit', 'sunbeam', 'buck', 'titus', 'pay', 'dream', 'giant', 'vampire', 'matter', 'who', 'intelligent', 'bull', 'time', 'turned', 'younger', 'voice', 'cop', 'noise', 'crony', 'said', 'rule']"
194,"['beach', 'navigation', 'weight', 'word', 'paradigm', 'silver', 'crewed', 'parched', 'taken', 'worldwide', 'damned', 'revolution', 'reach', 'weve', 'world', 'seaman', 'course', 'change', 'evolution', 'step', 'part', 'unfurled', 'upon', 'rot', 'space', 'source', 'page', 'age', 'code', 'x', 'paper', 'line', 'gold', 'swashbuckle', 'bottled', 'reject', 'implication', 'take', 'keep', 'spot', 'cartographic', 'thought', 'nautical', 'groundbreaking', 'religious', 'myth', 'mirrored', 'shovel', 'within', 'looting', 'buried', 'pace', 'pillaging', 'treasure', 'old', 'across', 'nature', 'dash', 'map', 'mark']"
195,"['room', 'wont', 'used', 'like', 'choking', 'hard', 'told', 'swimming', 'christ', 'perfect', 'part', 'find', 'neurotic', 'jesus', 'ribbon', 'im', 'every', 'light', 'everyone', 'lie', 'fuck', 'sleep', 'million', 'face', 'fucking', 'love', 'life', 'get', 'make', 'pray', 'na', 'would', 'afraid', 'dispair', 'thats', 'drink', 'thankful', 'flesh', 'saved', 'wrong', 'crowded', 'everything', 'think', 'else', 'run', 'never', 'could', 'tonight', 'wear', 'flake', 'waited', 'trying', 'singer', 'become', 'see', 'save', 'dust', 'sense', 'ill', 'come', 'cause', 'pool', 'darkest', 'still', 'take', 'breathe', 'wan', 'sens', 'shit', 'band', 'time', 'night', 'way', 'alone', 'anyone', 'dont', 'undone', 'kill', 'blame', 'die', 'bone', 'blow', 'give', 'summer', 'brain', 'sun', 'fail', 'hair', 'fucked', 'side', 'ive', 'kiss', 'smashed', 'youll', 'drown']"
196,"['forgetting', 'one', 'wake', 'wish', 'word', 'dying', 'see', 'teeth', 'fall', 'glass', 'forever', 'wait', 'know', 'saw', 'still', 'troy', 'caught', 'johnny', 'smile', 'first', 'everything', 'sun', 'cut', 'star', 'define', 'death', 'contradicting', 'staring', 'shine', 'truant', 'apart', 'got']"
